text,target
@LFTA What about Blur - Song #2 ??? ,1
Having a really hard time focusing today ,0
Working on the Holy Week ,0
"Today I wear Ian's hoodie. I'm tired, my allergies are acting up, and it's like musical all over again. ",0
@Sir_Almo it wont let me play DOH keeps saying user not valid ,0
@blooms5887 Just use Tweetdeck and you can update facebook and twitter at the same time ,1
still up trying to finish a mix ,0
"OK, I've now recovered from a mental sesh on Sunday... NEVER again! Need to start concentrating on business and start making me millions ",1
pet society aint working ,0
@willcarling Pickle in a toasted sandwich? Are you sure? That's like inviting Chernobyl into your mouth ,0
Who gets up at 6am?!  My teacher wife   And me apparently to work on StatEasy's AlphaLabs application!  Woot!,0
"@latexfetish Okay, your blog is now included on www.bloxxx.net - Would be happy if you include a link back to me - if you want to ",1
@stewarttownsend and your shirts ,1
leaving amsterdam for venice (after madrid and barcelona) ... can't believe it's only been a week.. 2.5 wks to go ,1
"@ModelMandyLynn My current favourites are Life, House and formerly Boston Legal. I guess I enjoy sarcasm ",1
laying in bed. I have high hopes. it's going to be good.  God is GOOD !!! ,1
@loveistoartas I love that movie. ,1
"@eileenb I had that a while back (http://tinyurl.com/dmukpr), and I know some other people that have too ",0
Useless thought of the day: is there a difference between people who write smileycons thus  and those who write them thus (: ?,1
"There is much to be said for drunken singing. Shopping time now, plans for party under way! Doctors apts   but must be done. SPRING HERE!",0
Dreading school today and tomorrow. Im going to get in sooo much trouble one of the two days. ,0
"@mgrmike Hi Mike!  I would love for you to download my cd, &quot;bend&quot;, for $4 @ http://www.jennifervazquez.com/products.htm  You'll luv it! ",1
"@chrisviamusic Chris Via, you are my whole world. Please reply back? I L Y with the O U ",1
"I don't think I like the Saw ride at Thorpe Park. The tv ad makes me feel sick, so goodness knows what the ride would do. ",0
Today I got2do shopping 4easter! &lt;3 Malachi xx owww I'm so sore too 2day ,0
"OMG!!! It was horrible this ORAL!!!! Now, it's over but the right ORAL is in June ",0
tomorrow is another day....damn tomorrow is already today ,0
@lili_marlene Ohh that sux ,0
"Aw balls. The new shirt I got at Aerie today doesn't fit.  I wear a medium, but they only had a small in the one...",0
Went to the Dooce book signing.  Got my book signed.  Made an ass of myself.  But otherwise a good time. ,1
@laurange You better believe it  Don't panic! There's still time!,1
Tried to get up earlier today........didn't work out ,0
"Hello all, slow getting going today ... I just feel like curling up with my book for the rest of the day ... ",0
@christinezegt It's fine if u'r smart and know it wouldn't be ok with music  but what about those not so smart? They might think its ok :/,1
"I took a Twitter break, now I'm back ",1
"@foxiehaha I wish, going for a blood test tomorrow am not well unfortunatly ",0
@denniswright thanks for the plug  it's the service i created  glad you like it though,1
@JennyJS hehe  now i can send him tweets all the time ,1
"@BlegooPR It was a quote , a mere quote ",1
"Work work work, I hate weekdays ",0
Thanks to my new followers! ,1
I am bored ,1
@ChauV I has so many things to do ,0
"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' ",0
I feel like shit. This is NOT the way I want to spend my birthday's eve ,0
visitin some buddies ,1
Next US airings: Mon. Apr. 13 asdfasdfasdf. I don't wanna wait that long. ,0
Excited to watch Gossip Girl later! ,1
Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well,0
Nom food ,1
says &quot;Good luck with your Theory Test  Chelsie  I'm sure you'll do fine  xxx&quot;,1
Right. time to cook the biggest mushroom / bacon pasta in existance. and look after the now nicly cooking banana cake ,1
Can't fall asleep.. maybe I'll tweet... exciting for morning run tmr. ,1
@witchescupboard Yes unfortunately.. Just a lot of the stress I've been dealing with lately.. ,0
Bed time! ,1
"Debbugging old VB6 code, the day could have started better . . .  ",0
@kg86 Wish I could get some in Mangalore also ,0
@SheriTingle Really busy  Loads of projects to complete.,0
is no longer on google ,0
I don't like these late start night shifts coupled with it being bloody light outside my window when I'm meant to be going to sleep ,0
63.15 quid for a rear wiper arm for our car. Thats not including the wiper blade either... ,0
"@wisequeen Plenty of tea here, I'll get the toaster ready ",1
"a pic, and the darn thing flew off before I could.  I can never get those close up shots like in &quot;Birds and Blooms&quot; ",0
"I was woken up from a deep sleep just to be let go for Mad Max.  Not happy. And now, i can not sleep! ",0
"@VirtuAllin Now *FRY* would be *FANTASTIC* - @stephenfry &amp; @hughlaurie are still buddies, right? After all these years? ",1
Just back from trip to Kyiv. A little freaked out ,1
"This is the coolest testament to Jonanthan - sitting here, deciding how we're going to change the world.   Big stuff not required.  ",1
"Another bright sunny day! - Island must have driftered south over the last few days  Oh well, time to eat then off to work",1
"@irfanahmed It's always good to meet up with people, and drinks (even Coca Cola) help  Meet-ups aren't huge, but regular &amp; friendly.",1
Just got home from taking Lynsey to the airport. It's cold and snowing hear.  I think they said the high today was only in the 20's. ,0
"Well the patient is up and about now so Nurse Noble off to shower her  with care and comfort, tweet later ",1
@joeallam Challenge Exceeded! Nicely done sir ,1
Wishes David Cook was coming to phoenix  trying to figure out a way to get to San diego on June 18th to see him.... I'm obsessed,0
paint shopping ,1
"@babycakessss when you know the twitter-world, you'll stick to it ",1
"@MaryBethune oh no! with everything that happened today, i forgot we were going dress shopping for the opera tomorrow. ",0
@deepbluesealove My Mom &amp; Dad both get up around 6...too early for me ,0
"@Natikirk hey, thanks for follow  enjoy",1
Is Meant To Be Getting Ready To See Sophie At Half Past But I Havent Even Got Dressed Yet xD I Have A Headache  Oh I Better Rush &lt;3,0
"@arabsodmg www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x",1
money isnt suppose to depress you ,0
"@limyh Eh...where got face off la...we are all kawans here. Right or not, @staronline? ",1
@nerdd I was pretty sure that you were checking new Tweets on your iPhone during the meeting ,1
I just got denied ~sexual contact for a Disney movie with The Rock in it.  I am none too pleased with this.,0
"@BostinBloke im very good thanks, just getting ready for work ",1
i might break down and eat some buffalo wings tomorrow ,0
no more rain pleaaaaseeee ,0
@suzosusan Yes coffee is important ,1
Wishing I could sneak in to watch the Star Trek premiere ,0
"A je kakÃ¯Â¿Â½en rip od Trenutek resnice? Link, link, link ",1
After a weekend that'll never forget...its back to grindin ,1
off 2 work soon ,0
"@sophiebenjamin That's disappointing, SCIENCE was golden ",0
i want to see SAW 5!!!!!!! mhhhh i donÃ¯Â¿Â½t when itÃ¯Â¿Â½s available in Germany ,0
@YoYo_Ma lol!  Isn't it past your bedtime? It is for me. See you tomorrow!  ,1
is coldd ,0
"cloudy inside, sunny outside. get the fuck out jix!!1 ",1
Sitting in Sydney text-skyping my Dad who is in LHR dep lounge on brink of latest holiday adventure. Love the connection. ,1
@Rosaapril Say thank you. ,1
Has Just Finished Watching All Supermac18 Videos ,1
astro belts win ,1
"@admanic Yeah  It was hard and although it worked for me and I'm now doing very well, I don't recommend doing it this way. ",1
has hurt her ankle!! and is going to the dr ,0
Someone somewhere didn't like Yubotu http://www.smartestgames.com/gotdhistory.php?id=158 ,0
"@TCSLive twhirl, and by the looks of it that is what you prefer. ",1
"@gigdiary @bugmum I think he got our descriptions mixed up Bugmum  Either that or you gotta tease him more, treat em mean.....",1
New SATC movie coming out 2010! But Oz gets the premier last  All cast back and it's set in fabulous London...yay! http://tiny.cc/7zCnY,0
"Poor Britney. As if it's not hard enough being her, she also ust got pwned by Stevie Nicks... ",0
i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK,0
"Obama is visiting istanbul today, therefore all main roads have been closed  cause and effect !!!",0
"4 days in York - nice place. photos coming soon. Feeling sick now though, and I'm back at work ",0
@JoyAndLife am doing well... just been hectic and busy with work and family ,1
"Didn't get my nap before, thinking I really need one now. Be back later, twitterpeeps. ",1
is getting ready to install our BI stack again ,1
My macro objective is amazing. ,1
Watching forensic files n is happy as a clam cause the laundry needs washing n hanging  let's all hope 4 sunshine 2morrow I am ,1
Finished the second research paper of the week. It's Tuesday...kind of. Kill me. Test Friday. ,0
@michellardi i really don't know. i think its Globe!  yeah! sana gumaling na ko para alam ko na din kung makakasama ako! ),1
In the garage getting an estimate for the wheel damage on my car from Sunday's  little mishap - not looking good! ,0
@OfficialRandL when is the announcement? i stayed up late last night ,0
support for making the world better place ,1
omg this bed is making me sick  i cant even sleep in it ,0
"@pibby the video is perfect! Thanks again, talk to you soon ",1
is watching the hill . . .and its making me sad ,0
listening to nathan cry.... ,0
turns out there had been #earthquake warnings in Italy and they were ignored: http://bit.ly/4dVYg3 ,0
Working Out How To Use This ,1
Yay! Only 3 more days of work til the loooong weekend and the weather forecast even looks OK for Glasgow! ,1
"Aah, freshly showered and shaved, just wish I was  outside in the sun rather than stuck on the laptop working! ",0
Bought the MH bundle? Create a task called &quot;Mario&quot; or &quot;Star Wars&quot; in &quot;The Hit List&quot;. Make sure your sound is on and complete the tasks! ,1
@OfficialRandL Whey!  thats so goooooooooooooooood ,1
"I'm over it, but accutely aware that only Bob will ever know that ",0
@theblackwreath : Very cool! ,1
@Houndour ...i wish i was there...i'm pretty good at scaring the shit out of people ,0
@frankiekillsyo chocolate chip waffles ,1
@imogenheap I'm so excited for the new album! and btw...today is my birthday! Yay 25!  Cheers!,1
is the worst girlfriend in the universe! ,0
"@ScarlettDane btw, i saw you're coming to volterra  my house is open if you need a place to stay.",1
"awake, gotten the kids to kindergarten and starting to program, yet again ",1
is hanging out washing ,0
@shakn if you make samosas regularly ,1
@hayesz its all good hahha im glad you have fun  the pics on your blog will give me fapping material for days to come ;),1
Wondering why gamebattles is down  http://bit.ly/qZuUY,0
"When you just want things to end, remember to have faith because one day, it's all going to be alright ",1
"Is still sick, hate this ",0
@Chaddah I do too and my back is stiff ,0
@alystoe  I hope you are okay,0
"@MechaMorgan I have to save my shekels for the weekend, plus I have a tonne of work to do. Once again, responsibilities ruin everything. ",0
@petshopboys Are the vinyl b-sides appearing on cd ever? ,1
Three cheers for fiber to the home... now we only have to wait 8 years for it ,0
"@MistyDavies Nope; remember, I have not (yet) upgraded to a *Book with a built-in camera. No camera=no iSight. ",0
this week starts - on tuesday... ,1
@mileycyrus me and my friends have been up for an hour to get in line at gma today  say hi to us haha,1
@beatccr I can't wait to read that one...still waiting on my copy ,0
"@Fang04 i dont know how to tell u this, but ive found soemone else...jk ",1
@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history,0
"thats it!, im folding and getting tweetie for my iphone - #twitteriffic is taking toooo long to update!.  i need grouping &amp; replies.",0
standing in the richardson office changing a backup tape... I'm such a work-a-holic! ,1
still trying to learn gmaps and flex and php and mysql. how will i be able to write to database? ,0
@bkenny congratulations!! champers at lunch!! ,1
"@hiannie Tiger is great, love the voice ",1
But then there's all the rest. ,1
I always wanted to say: &quot;Riveting!&quot; about something so here it is: http://digg.com/d1o7dk Riveting ! (according to New York Times ,1
@rach210 mhmm coles deli i hear we are getting feral brown shirts soon indetad of our lovely blue ,0
School...  but at least theres only 2 more days till break!,0
Going to get a vegeterian pizza  mmm,1
"@yasmineyvette nah.,..i was just asking...  what yr are u in? ",1
Didn't want to be a tax inspector anyway ,0
@NuJurzyBoricua I wanna go back home and go to bed.  lol whatcha workin out today?,0
I'm craving for the long weekend... ,0
"@procoder hmmm, sure sure  so what r u upto ? hows the day for u?",1
The new Kate Moss Topshop collection has me gagging for summer. Still wearing winter coat. Still a ways to go yet ,0
"@needlestack Uh oh, now I'm getting kind of scared. ",1
@doriens thankyou  have a good lunch x,1
my paronychia hurts ,0
@ibeatcancrtwice Had to send you a HELLO  Hope your day is great and must retweet you...HUGS!!!,1
"@VioletsCRUK Yeah, off Aberdeen, on the Miller platform, the one the chopper left before it went down thew other day ",0
@sydney_holidays Thanks for those ,1
"@OfficialRandL  whattttttt?! they've not brought anything new out for about 2 years, and they're crap!! when will the full line up be up? ",0
"@paulriggall Me too  Why am I not going to Glasto?! Stupid girl! Crosby, Stills &amp; Nash are playing too!",0
@evileuropean So you're enjoying it then! ,1
@robs_maid thanks ,1
You know you work yourself too hard when you have to set free time for your self.  So I'm spending it here,0
@dotmariusz sounds like a plan man  Will sure do!,1
Going to school in twenty minutes. I have a head-ache T_T. I'm not looking forward to meeting my angry teacher ,0
Waiting for an update about my car. It's in the shop again! ,0
"Painfully slow night, made more painful by a serious lack of sleep ",0
http://twitpic.com/2y6ku - I caught a shark ,1
has the biggest headache  But a second job! Woo!,0
Is waiting for the scrappers to come to pick up his old Saab ,0
@UrbanThai  and you have me to thank for that ,1
@artemisrex lol! you're so mean to @Isak! Only because you're jealous ,1
"For once in ages, I cant hear that bloody tap driping. But now we have no cold tap in the bathroom  RIP tap!!!",0
"@mrsfr Yes, unfortunately the date clashed with an important and long standing family party, got to do it on my own ",0
@DanRaine - sorry hear that! Off to the dreaded dentist ,0
"@richard_bell nah, I think going sideways is best, really helps when dodging bullets ",1
hot deadline... ,0
@re303 Congrats!!! Bella misses you ,0
Another long and slow day ahead ... *sigh!*  ,0
"@cupcakesfortwo no pain to really be the issue though, there's the thing.. can't figure it out... ",0
I'm up  amy's coming around today so i have to clean my room ,0
I'm waiting for a parcel and it's just not arriving  *argh* *hurry up* *hurry up*,0
"OMG - there is a super massive Bee downstairs, my phobia is kicking in big time and I can't go downstairs unless I know it's gone!  help!",0
@courtney_s thanks Courtney! ,1
@contactnaveen i cant begin to tell you how much i hate IE ,1
"I hate coming in early, throws me right out with lunch. Been hungry for the past two hours - 40 minutes still to go. ",0
@moethebeat aww moe! I was planning on leaving tomorrow evening  are you gonna be in town by chance?,0
@MrBigglesrox hey emily you lie!!! meanie   ,0
has just discovered the downside of going away for the weekend - the food shopping still needs done ,0
"Long day of moving and painting with the fam, they even &quot;treated&quot; me to a huge McDonnalds dinner   people need to learn about health food",0
"@lorissa Podcast? Thanks Lols, i didn't know about that. I can pass it on to RAF. ",1
@plannersusanna Thanks for the welcome~ Look forward to hearing your updates ,1
@jess22t they have diff camps. gahh they're all rural though. woga woga and bathurst  but they're the best 4 advertising ,0
Just saw some snow flakes ,0
my ex boyfriend once blamed me for making the freckles on his skin raise above the surface. he thought I'd done it to him.  i said wtf,1
@veronica78 good luck on ur law test!  go study now!,1
Now even more annoyed with Bones. I would have preferred the gratuitous grossness. Poor Angela ,0
@bavster_twit u can't sip crap vodka! Nope not done #c25k got ominous knee pain - not good ,0
Day Is Done - heading for Bed - Keep the twitterverse safe ,1
My boyfriend means the world to me but he just doesn't seem to see it ....muchless understand ,0
@benpopps @richward @Wardybits  gt for whisky fans incl. a chance to learn how to distill your own malt  http://www.spiritofspeyside.com/,1
Ugh  no school pleaseeeee &lt;/3,0
Just watched this week's episode of House. Oh my God - it was so sad  made me cry.,0
Why is it snowing? ,0
is glad for today and wishing the best for his love ,1
"@bodycoach I'll look into that cho, I personally like strawberry but I'm going to become coach soon ",1
I don't want to be a grown up yet... ,0
"@icywings11 Just downloading it now Icy,will let you know what i think when i watch it ",1
@SaulWilliams third budget of the yr in ireland today. they want to tax text messages. pray for the poets ,0
UPLOADED THE VIDEOOO  now to edit the title and shizzly then i will link you to it in a bit ,1
"Nice, very nice http://www.ohgodmyeyes.com/ ",1
@Rustyrockets check out our convo about you! lol Stop fighting it Russ I know you want to say something! ,1
sleep soon... i just hate saying bye and see you tomorrow for the night. ,0
@mydesire thanks  next time I shall be better prepared LOL,1
@vindiekins Will do. ,1
reaching amritsar in an hour and (if i find a bus) should be at wagah border by 2pm  - http://bkite.com/06fuJ,1
"Wearing my crocs for the 1st time of the year, without socks... Summer is on the way. ",1
had the worst dream abt some turd face ex.. ugh. it was awful. ,0
i love to drink... water! so pure  today was a GOOD DAY!,1
@b50 I am a print journo who wants to do TV someday ,1
"@TomAtChemical Rubbish  At least we're having curry for tea, so that should cheer you up!!",0
@MissNixs lol - good luck ... keeping my fingers crossed for you that you did! ,1
yayayayay. I get to not work friday and actually go to my grandparents ,1
Horrible day so far and it's only 7:30 am ,0
@InspiredWriting I love how I can - could - easily read and tweed while working. With twitter.com I'm reloading all the time ,0
Got better at Vegas 2 today! &amp; had a blast w/everyone tonight! sucks that chick was talkin trash @ the end  watevs yo,0
Boredd. Colddd  Internet keeps stuffing up,0
I just re-pierced my ears ,0
got a great background from @professorhazard now!  ,1
'And you can tell me that you're sorry but I don't believe you baby like I did before... You're not sorry' ,1
"@nicolerichie Yes i remember, it was an awesome band. Will you be reply ",1
off to town  how fun!,1
This is amazing. But I can only get 41 words per minute  http://play.typeracer.com/,0
"@vulcanella Awesome. I &lt;3 CCC  It's very easy,so I'll bet you go fine with it",1
@JACATRENICH there ya go silly boy. nice job ,1
@skywalkergirl YEAH finally &lt;333 iÃ¯Â¿Â½m sooooo happy for you ,1
@bruisesonguitar sweet. Will email you a shitload of awesome McShep recs asap. ,1
clearing my desk... ,0
?????? ? ?? ???? ???????? ???? ???? ??????????? ?????? ??? ????? - There was a problem with your picture ,0
is playing basketball today? lol. i wanna go to the pub ,0
@dougiemcfly good morning dougie ,1
@nixpineda I miss youuu. ,0
"cant eat, drink or breath properly thanks to the bad throat infection ",0
"Morning Tweeps, Hi-Score podcast episode 2 recording today. Dr Zack is hopefully picking up our mixer today to ensure better sound!! ",1
"WOOT.COM - Keyring Breathalyzer 2 Pack... I JUST BOUGHT one for myself, oh hells yes. a DUI is not in my future, thanks @woot.com ",1
hello everyone.. i m new on twitter.... posting my first post here.. ,1
"My heart is abused with so many hurtful lies and truths. I hate being sappy about these kind of things. I hate it  Gold for syf, k?",0
@TJ_Sopher damn right - the grill is always open down here ,1
@wisdomous you're welcome. glad you enjoyed it. ,1
dancing with myself.... I'm not Emo!!! Want to write a song.... ,0
In work early.  Happy birthday to me ,1
@sian_the_mouse yay! a duck! if i want anything watching me it'd be a duck!  lol,1
I'm on brookes computer on piczo and twitter watching viva la bam. ?luv it? its 1:00 am and still in my skinny jeans. ,1
Ako sa lahko a lacno dostat ku knihe Normana Fairclougha Analysing Discourse? ,0
@MavisFipp I will take a look now ,1
what if your egg hatches and no it's not a squirtle with Flamethrower but a goddamned weepinbell with Wrap and Sleep Powder reaaal useful ,0
@Bournemouthecho aww thank you so much   that made me laugh!!,1
wishes things were easier ,0
just sittin glooking out my window in work &amp; its raining  wish i was of sunny myself somewhere exotic!,0
@queenkv thanks  I'm just grateful my family's ok.,1
do you like my new pic? i took it yesterday ,1
"@rahnocerous tired. yr 12 is killing me, albeit slowly. 2 days left and im on 2 week break though ",1
"I'm adding my fellow PFers.  Nice to see so many of us here, too! ",1
@darrinreeves &quot;tate st ives&quot;...like the roof cafe ,1
"A beautiful morning - the sun is shining, the birds are singing, I've just been playing Mousetrap with the kids... damn, now work ",0
@knitster totally need to be! Everything breaks or aches too much. Need a new body! ,1
Off to the dentist... It is snowing - hope the roads are okay ,0
Is workin. Today is my monday  ,0
"Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family.",0
"got an offer to go camping at fraser island for the weekend, would jump on the offer without a 2nd thought but it's forecast to rain ",0
@kinso I'm a writer/ presenter and author ,1
I think I have a fever.  iDie. Don't know if I'll be able to make it to class. BOO!,0
Nessie's coming dowwwwn ,1
"@Nezza27 Ask Robertina .. I thought it was an Italian thing  , for sure not the UK and I lovedddd ittttttt",1
@scrumptious1 haha i know! i missed the series premier of greek too! ,0
"Once, I told him a story about ghosts being in my room.. For days, he talked about being very afraid. This kid knows how to heal himself. ",1
@RebeccaMayne That does sound boring as hell becs ,0
sickk   in class essay tomorrow last day of school on thurs woooohhh,0
@rachaelyamagata You were amazing Rach! Thank you for the music! I waited outside but you never showed up!  There's always the next album!,0
"@chhavi Working, working, working. ",0
Tax day it is! Started the tedious task by saying hello to my  friend Turbo Tax. It is such a fun day I can't even put into words ,0
@bivancamp Did you update iTunes to the new version b4 you lost it? New software update killed my ipod. ,0
@njpaust I will indeed. ,1
"I'm going to shop with my BFF today, it's gonna be fun  i can't wait",1
@pinkcat Morning ,1
@celesteclara i can't sleep either ,0
@renee_66 okie dokie! do you wanna ask ash and tegan and yasmin? i asked nicole but she said she cant ,0
@pinkserendipity yes sprint has 4g only in baltimore and chicago so far ,0
"seriously, I should not be this tired. I need deep sleep, not this pissy tossing and turning  moan moan moan!",0
"Also, that was 250 posts ",1
home for spring break. no one is home tho ,0
"@AHolmes_NJ I was able to DownThemAll! before TA was able to delete my account. Didn't lose any photos, but I lost almost all comments ",0
@1MysteryGirl That was quite a while ago! ,1
"@callmebritish Follow me Ed! Btw, please may I have a hug? ",1
First day of three month secondment to a client today. Bonus points: their offices are about 10 minutes walk from my house ,1
I am NOT jealous of my friends with iPhones.  I'm not!  ...I'm not... Really... ,0
"sorry, I should say that this vid hits you hard, please beware the last 2 minutes especially  http://www.youtube.com/watch?v=EUJSME0TORw",0
I broke m.twitter.com too  http://twitpic.com/2ycz0,0
@mcflykaiserflik sam and dean  i'm in the modd for watching it now...,1
"feeling very poorly and sorry for myself. Can't swallow, ow  Stupid glands.",0
@dbferguson Happy Birthday!!! Sorry you have to work today. ,0
"@plutobob me too, dont really have much time to actually sit down and watch tv, i also watch bones ",1
"Cutting grass with dad, hayfever ",0
Sleepin. @skankityspence halo tonight before you leave ,0
All my siblings loved my cookies! I'm so glad. Even my picky mom and my old man liked them! ,1
"@skylineking722 connor, it's me, febi  are you really really mad at me??",0
just got up and nappy very wet and split at the back  going for a nice baby bath and then back in nappies i go,0
@roxy_yeah yep a loser.  ,0
Chris and I have been up for over an hour and a half while the rest of the family sleeps. Yay Pacific time! ,0
@marcellariley it was a repeat tonight for Gossip Girl ,0
@yod9 Thanks tons man! Seems to b working  Now I must try it on my internet PC in the studio. Need to get u 2 work on my recording pc! ha!,1
"@jnarin oh i didnt know what you were talking about. got it now. while i cant imagine, i am sure they dont realise what it means. ",1
"is boarding EK348 - as usual, no upgrade from EK Colombo ",0
@newkidsfan awwwww ur gunna make me cry!  i miss him so much! he has blessed me w/ so much love and memories...,0
One sixty six in bowling. Holy shit lol ,1
Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing. ,0
Wow! NW001/002 are now operated with A330! We can get AC power! cool...! But ticket price is hyper crazy expensive ,0
last one!!! but still not done!!! ,0
feels sick and needs foood. i cant find my camera anywhere!  last night was good. lindsay's house is pretty ruined eek.,0
@JustEatBE mailen ,1
@Kal_Penn I am so sad  Kutner was my favorite of the new team!!,0
@christy8_77 and just when did you arrive? hiya girlie ,1
"late night mcd's run and back for more homework. ahhh, the life ",1
@atebits Can't sleep! Still waiting for tweetie on mac ,1
@cocomix04 ill tell ya the story later  not a good day and ill be workin for like three more hours...,0
ok but in for an op in 3 weeks and a biopsy  ,0
"http://bit.ly/rKfaO new spending plan looks very practical (more intelligence and irregular warfare (@ terrorism)), still jobs are lost.. ",0
Hallo tweetfriends....its now in germany 11:08 in the morning ,1
"@DerSiedler saw mallcop last week.. but nothin special to me, if u know the trailer, u know the movie. 3 out of 10. // KoQ rox anyway ",1
@SwampTroll Oh I just looked at that while eating my Frosted Flakes.  ,0
"@CHRISDJMOYLES im gonna watch T.M. 2 c wot they hav 2 say bout TWITTER, yor show was brilliant as ever this mornin - katie x ",1
"@landonjumpoff  i work wed, thurs, friday and i think sunday. ",1
"@rougeforever I've just been faffing  Actually, reading; which is work but doesn't feel productive.",0
@TimNoonan  o.k... will retract coward comments ,1
"Apparently I was playing Risk on a railroad track, HARDCORE RISK PLAYER 4 LIFE!!! ",1
@donegnor  Thanks for following me. I hope you enjoy my tweets. ,1
@mileycyrus hey Mi! how r u doing? ;P Greetings from Poland ,1
@trib the social media diagram http://twurl.nl/w72g7w is cc but non derivative! * one never knows if someone will mess it up  *,1
Is there Twitter for francophones?  Maybe I would tweet more en franÃ¯Â¿Â½ais ,1
"Showered, packed, and off to hang with my boys before breakfast and departure. I don't wanna leave ",0
Waiting for Chris to make my dream come true &amp; give away DAY 26 tickets ,1
"@garry1bowie No, just one shortly before the soap awards judging starts.... ",1
@janicerose brody my friend ,1
"Been at the computer so much today, my vision is blurred ",0
@Hedder37 lol. Okay  sounds like a plan.,1
"I'm wish I wouldn't have drank coffee all day long, need sleep, must sleep, can't sleep ",0
I just ate an uncooked pizza ,0
@Honey_ It's nasty.   No reports of flooding as yet. Multiple reports of bad hair and wet pants however.,0
You must live in or near Leeds and be willing to help out if required but it's not expected. Message me with why I should choose you ,1
"@CHRISDJMOYLES didnt get tickets  live in MK, gutted xx",0
got my dog at the vet for heart surgery.  ,0
what is this?? I feel  hotter.. I'm sicker than ever ,0
Theo grade out FINALLY = didn't know a 3.5 was possible ,1
Wooohhooo the beach was awsome  .. haha i luve ..it The water was soooo cold .. went to seattle to Aqui bech or somethin like that =P,1
DONE dun dun.  I guess we're getting off the computadora. Night.,1
"If you could see me now! Sat here with Tartan blanky across my lap like OAP, hair looking like a knitted rug, bright pink Pj's &amp; a smile! ",1
@dougiemcfly good morning dougie and tom. how are you today? ,1
@imsoapee I'm trying.. but my 4hr blockles date turned into a real one tomorrow  now I can go to sleep.,1
@shandasaurus  I see.,0
is talking about twitter and similar stuff ,1
@xroldx narrated by Dave Smalley.....my hero....this cannot go wrong ,1
@nexs007 sure I can manage the odd ps3 practice session too. Just cos I'm nice ,1
Thinks!!!!!! i should have rented wheelman ,0
@EmeraldDiscount That's fine. Not sure about forecast though ,0
"@DJAbsoluteValue means nothing to me, I still have to work Sat and Sun and they took my twitter away ",0
@1indienation use it on apps. ,1
"Looking at it, I seem to be getting a completely different config.. Finding shared hosting hard not having control ",0
off work yay Im so tired ,0
@phatelara morning debbs webbs!!  Hope you had a nice sleep! ,1
@overheardatmoo Wish I could have participated this time ,0
is proud to be a member of the Hulk Hogan fan club!! ,1
working on my senior paper ,0
@Ryuoky No sun here  and I was hoping to sit out on the balcony ,0
"@markdan_03 nope, ahm.. preps for props ",1
"Riddle me this: WHY is it SNOWING? Not flurrying, S-N-O-W-I-N-G? ",0
I accidentally cut some of my hair ,0
@pocketfulofme yay!!! hehe TWINS ,1
Feeling doubly guilty for eating a tube of Fruit Pastilles ,0
@rustyrockets You seem to be a good mood this morning or rather were until the MP thing ,1
@Asi_Sharabi was the coffee that strong? ,1
"Social isolation alters the neuroinflammatory response, causing IL-6 levels to rise in stroke patients...it hurts to be alone ",0
Almost finished with new moon.... If I didn't have to work tomorrow I would totally finish it tonight! Geez... ,0
@omgitsafox It was the highlight of my day.  ha ha...,1
good night miley!!! &lt;3 you will see sofie soon! ,1
"well tweeps, im off, i gotta have a shower then go get a haircut. good bye everyone ",1
"Shoot For The Moon! Even if you miss, you'll land among the stars. ",1
"@mahafreed oh surely! snooty, rude, blah. and this is experience speaking! ",1
Just got back from the hospital. BF's nephew might have meningitis ,0
"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*",0
thinking in Italy. So sorry ,0
"getting sick  time for some hot tea, studying, and then sleeeep",0
Here's my latest tune - http://soundcloud.com/jay-f/jay-f-untitled-as-of-now Leave a comment please ,1
"@Willie_Day26 doing this damn outline for a script! Smh, hella  time consuming. Shouldn't you be taking advantage of some REST, perhaps? ",1
"@MarieLuv That is still terrible, but unfortunately these things happen.  Hope your friend wasn't too upset about being conned like that ",0
http://twitpic.com/2y2jz - we are so stinkin cute ,1
"I was gonna go dig up some stumps yesterday, then it snowed! after a month of 50 degree temps, it's back to 30s and snow! ",0
@soulforce84 at least he's in good hands ,1
hoping my new kitten is well - as she isn't eating or drinking - hopefully just stress of a new place ,0
@aaminahh I'm excited about the books you received too! ,1
"Debating if I should just shower now, so I can sleep a little later tomorrow ",0
just opened her twitter account  yay for me,1
"@MissElizabeth Food allergies suck!  I became allergic to shellfish about 4 months ago out of the blue, and I used to love shrimp.  ",0
@ArfanChaudhry   Hola   What are you up to?,1
Literally spitting blood. ,0
@simonwheatley background is that cafe and bookshop in didsbury. One effect of colour sorting is realising I have only 6 orange penguins ,0
